bean type;broad bean origin;year;cacao percentage;company location;company;Number of Records;reference;rating;review year;specific bean origin
Trinitario;Trinidad;1-1-2014 00:00:00;1;U.S.A.;Fruition;1;1347;3,75;2014;Gran Couva
Forastero (Nacional);Peru;1-1-2014 00:00:00;1;U.S.A.;Fruition;1;1359;3;2014;Maranon
;Dominican Republic;1-1-2013 00:00:00;1;U.S.A.;Fruition;1;1046;3,75;2013;La Red
;Ecuador;1-1-2013 00:00:00;1;U.S.A.;Fruition;1;1185;3;2013;Camino Verde
;Peru;1-1-2012 00:00:00;1;U.S.A.;Fruition;1;863;2,5;2012;Peru
Trinitario;Costa Rica;1-1-2011 00:00:00;1;U.S.A.;Fruition;1;753;3,25;2011;Signature Blend
;Costa Rica;1-1-2011 00:00:00;1;U.S.A.;Fruition;1;781;3;2011;Costa Rica
Blend;Hawaii;1-1-2014 00:00:00;1;U.S.A.;Garden Island;1;1367;2,5;2014;Kaua'I, Alea Estate +world
Trinitario;Madagascar;1-1-2015 00:00:00;1;Germany;Georgia Ramon;1;1642;3,25;2015;Akesson P.
Forastero;Ghana;1-1-2015 00:00:00;1;Germany;Georgia Ramon;1;1642;4;2015;ABOCFA Coop
Trinitario;Domincan Republic;1-1-2015 00:00:00;1;Germany;Georgia Ramon;1;1646;3,5;2015;Conacado Coop
Trinitario;Domincan Republic;1-1-2015 00:00:00;1;Germany;Georgia Ramon;1;1646;3,5;2015;Conacado Coop
Trinitario;Madagascar;1-1-2015 00:00:00;1;Germany;Georgia Ramon;1;1646;3,5;2015;Akesson P.
;Belize;1-1-2016 00:00:00;1;U.S.A.;Glennmade;1;1848;3,5;2016;Toledo District, 2015 Harvest
Trinitario, Forastero;Brazil;1-1-2015 00:00:00;1;U.S.A.;Glennmade;1;1672;3;2015;Bahia
;Mexico;1-1-2016 00:00:00;1;U.S.A.;Goodnow Farms;1;1924;2,75;2016;Almendra Blanca, batch 1004
;Nicaragua;1-1-2016 00:00:00;1;U.S.A.;Goodnow Farms;1;1924;3,25;2016;El Carmen, batch 1003
;Guatemala;1-1-2016 00:00:00;1;U.S.A.;Goodnow Farms;1;1924;3,25;2016;Asochivite, batch 1005
Trinitario;Vietnam;1-1-2011 00:00:00;1;Vietnam;Grand Place;1;741;3;2011;Ben Tre, Dong Nai
;;1-1-2006 00:00:00;1;U.K.;Green & Black's (ICAM);1;15;2,5;2006;Dark
;Madagascar;1-1-2016 00:00:00;1;Japan;Green Bean to Bar;1;1896;3,5;2016;Madagascar
Trinitario;Grenada;1-1-2010 00:00:00;1;Grenada;Grenada Chocolate Co.;1;494;3,25;2010;Grenada
Trinitario;Grenada;1-1-2009 00:00:00;1;Grenada;Grenada Chocolate Co.;1;363;2,75;2009;Grenada
Trinitario;Grenada;1-1-2008 00:00:00;1;Grenada;Grenada Chocolate Co.;1;241;2,5;2008;Grenada
Forastero (Arriba) ASS;Ecuador;1-1-2009 00:00:00;1;Italy;Guido Castagna;1;355;3;2009;Arriba
Forastero;Ghana;1-1-2009 00:00:00;1;Italy;Guido Castagna;1;355;3;2009;Ghana
;Trinidad, Tobago;1-1-2009 00:00:00;1;Italy;Guido Castagna;1;355;3;2009;Trinidad & Tobago
;Venezuela;1-1-2009 00:00:00;1;Italy;Guido Castagna;1;355;3;2009;Lacri Blend
;Ven, Trinidad, Ecuador;1-1-2009 00:00:00;1;Italy;Guido Castagna;1;355;3,25;2009;Blend
;;1-1-2015 00:00:00;1;U.S.A.;Guittard;1;1602;3,75;2015;Epique, Blend No. 49
;Haiti;1-1-2013 00:00:00;1;U.S.A.;Guittard;1;1053;2,75;2013;Haiti
;Nicaragua;1-1-2013 00:00:00;1;U.S.A.;Guittard;1;1053;2,75;2013;Nicaragua
Trinitario;Jamaica;1-1-2013 00:00:00;1;U.S.A.;Guittard;1;1053;3,25;2013;Jamaica
;Ecuador;1-1-2013 00:00:00;1;U.S.A.;Guittard;1;1053;3,5;2013;Ecuador
;;1-1-2011 00:00:00;1;U.S.A.;Guittard;1;654;2,75;2011;Coucher du Soleil
;;1-1-2011 00:00:00;1;U.S.A.;Guittard;1;654;3,25;2011;Lever du Soleil
;;1-1-2011 00:00:00;1;U.S.A.;Guittard;1;654;3,25;2011;Onyx
Trinitario;Trinidad;1-1-2010 00:00:00;1;U.S.A.;Guittard;1;552;3;2010;Trinidad
;Hawaii;1-1-2009 00:00:00;1;U.S.A.;Guittard;1;316;3;2009;O'ahu, N. Shore, Waialua E., Kakoleka
;;1-1-2009 00:00:00;1;U.S.A.;Guittard;1;387;3;2009;Nocturne
Blend;;1-1-2009 00:00:00;1;U.S.A.;Guittard;1;387;3,5;2009;Complexite
;Peru;1-1-2008 00:00:00;1;U.S.A.;Guittard;1;259;3;2008;Machu Pichu
;;1-1-2008 00:00:00;1;U.S.A.;Guittard;1;276;3;2008;Special Maker Reserve
;Venezuela;1-1-2008 00:00:00;1;U.S.A.;Guittard;1;276;3,5;2008;Ocumare
Blend;;1-1-2007 00:00:00;1;U.S.A.;Guittard;1;147;3,5;2007;Quetzalcoatl
Trinitario;Colombia;1-1-2006 00:00:00;1;U.S.A.;Guittard;1;15;3;2006;Chucuri
Trinitario, Criollo;Venezuela;1-1-2006 00:00:00;1;U.S.A.;Guittard;1;87;2,5;2006;Sur del Lago
Criollo, +;Madagascar;1-1-2006 00:00:00;1;U.S.A.;Guittard;1;87;3,5;2006;Sambirano, Ambanja
Forastero (Arriba);Ecuador;1-1-2006 00:00:00;1;U.S.A.;Guittard;1;93;3,5;2006;Los Rios, Quevedo
Blend;;1-1-2006 00:00:00;1;U.S.A.;Guittard;1;93;3,5;2006;Tsaranta
Blend;;1-1-2006 00:00:00;1;U.S.A.;Guittard;1;99;3;2006;Semisweet
;Papua New Guinea;1-1-2014 00:00:00;1;Canada;Habitual;1;1197;2,75;2014;Papua New Guinea
;;1-1-2014 00:00:00;1;Canada;Habitual;1;1197;2,75;2014;Campesino w/ nibs
;Dominican Republic;1-1-2014 00:00:00;1;Canada;Habitual;1;1197;3,25;2014;Dominican Republic
Trinitario;;1-1-2014 00:00:00;1;Canada;Habitual;1;1197;3,5;2014;Trinitario
;;1-1-2014 00:00:00;1;Canada;Habitual;1;1201;2,75;2014;Downtown London
;;1-1-2014 00:00:00;1;Canada;Habitual;1;1201;3;2014;Africa meets Latina
;;1-1-2014 00:00:00;1;Canada;Habitual;1;1201;3;2014;Amazonas
;Hawaii;1-1-2014 00:00:00;1;Canada;Habitual;1;1201;3,25;2014;Sharkey
;;1-1-2014 00:00:00;1;Canada;Habitual;1;1205;2;2014;one hundred
Forastero (Arriba);Ecuador;1-1-2007 00:00:00;1;Germany;Hachez;1;166;2,5;2007;Arriba
Trinitario;Ecuador;1-1-2014 00:00:00;1;Ecuador;Hacienda El Castillo;1;1327;2,75;2014;Don Homero- Cerecita Valley
Trinitario;Ecuador;1-1-2014 00:00:00;1;Ecuador;Hacienda El Castillo;1;1327;3;2014;Don Homero- Cerecita Valley
;South America, Africa;1-1-2011 00:00:00;1;Australia;Haigh;1;701;3;2011;South America and Africa
;Brazil;1-1-2016 00:00:00;1;U.S.A.;Harper Macaw;1;1808;3,25;2016;Vale do Juliana, w/ nibs
;Brazil;1-1-2015 00:00:00;1;U.S.A.;Harper Macaw;1;1696;3;2015;Brazil Blend
;Brazil;1-1-2015 00:00:00;1;U.S.A.;Harper Macaw;1;1700;3,5;2015;Tome Acu E., Amazon Rainforest
;Brazil;1-1-2015 00:00:00;1;U.S.A.;Harper Macaw;1;1700;3,5;2015;Vale do Juliana E., Atlantic Forest
;Peru;1-1-2016 00:00:00;1;Germany;Heilemann;1;1876;2,75;2016;Peru
Amazon;Belize;1-1-2016 00:00:00;1;U.S.A.;Heirloom Cacao Preservation (Brasstown);1;1748;3,25;2016;Maya Mtn, Moho R., Toledo D., 2015
Amazon mix;Costa Rica;1-1-2016 00:00:00;1;U.S.A.;Heirloom Cacao Preservation (Fruition);1;1748;3,5;2016;Cota Brus, Terciopelo, 2015
Amazon, ICS;Bolivia;1-1-2014 00:00:00;1;U.S.A.;Heirloom Cacao Preservation (Guittard);1;1239;3,5;2014;Alto Beni, Upper Rio Beni, 2014
Beniano;Bolivia;1-1-2014 00:00:00;1;U.S.A.;Heirloom Cacao Preservation (Guittard);1;1243;3;2014;Wild Beni, Lower Rio Beni, Tranquilidad, 2014
EET;Ecuador;1-1-2014 00:00:00;1;U.S.A.;Heirloom Cacao Preservation (Guittard);1;1243;3,75;2014;Los Rios, Hacienda Limon, Orecao, 2014
;Hawaii;1-1-2014 00:00:00;1;U.S.A.;Heirloom Cacao Preservation (Guittard);1;1243;3,75;2014;Maunawili, O'ahu, Agri Research C., 2014
;Hawaii;1-1-2016 00:00:00;1;U.S.A.;Heirloom Cacao Preservation (Manoa);1;1744;3,5;2016;Maunawili, O'ahu, Agri Research C., 2015
EET;Ecuador;1-1-2016 00:00:00;1;U.S.A.;Heirloom Cacao Preservation (Millcreek);1;1744;3,5;2016;Los Rios, Hacienda Limon, Orecao, 2015
EET;Ecuador;1-1-2016 00:00:00;1;U.S.A.;Heirloom Cacao Preservation (Mindo);1;1748;3,5;2016;Pinchincha, Mindo, Coop Nueva Esper., 2015
Amazon, ICS;Bolivia;1-1-2016 00:00:00;1;U.S.A.;Heirloom Cacao Preservation (Zokoko);1;1744;3,75;2016;Alto Beni, Upper Rio Beni, 2015
Beniano;Bolivia;1-1-2016 00:00:00;1;U.S.A.;Heirloom Cacao Preservation (Zokoko);1;1744;4;2016;Wild Beni, Lower Rio Beni, Tranquilidad, 2015
Forastero;Uganda;1-1-2015 00:00:00;1;U.S.A.;hello cocoa;1;1458;2,75;2015;Uganda
Criollo;Venezuela;1-1-2015 00:00:00;1;U.S.A.;hello cocoa;1;1462;3,5;2015;Venezuela
;Tanzania;1-1-2015 00:00:00;1;U.S.A.;hexx;1;1546;2,75;2015;Tanzania
Trinitario;Madagascar;1-1-2015 00:00:00;1;U.S.A.;hexx;1;1546;3;2015;Madagascar
;Venezuela;1-1-2015 00:00:00;1;U.S.A.;hexx;1;1546;3;2015;Venezuela
;Ecuador;1-1-2015 00:00:00;1;U.S.A.;hexx;1;1550;3,25;2015;Ecuador
;Peru;1-1-2015 00:00:00;1;U.S.A.;hexx;1;1550;3,25;2015;Peru
Trinitario;Madagascar;1-1-2016 00:00:00;1;New Zealand;Hogarth;1;1712;2,75;2016;Akesson's Estate
Trinitario;Venezuela;1-1-2016 00:00:00;1;New Zealand;Hogarth;1;1712;2,75;2016;Carenero Superior
Trinitario;Domincan Republic;1-1-2016 00:00:00;1;New Zealand;Hogarth;1;1712;3,25;2016;Conacado
Criollo;Peru;1-1-2016 00:00:00;1;New Zealand;Hogarth;1;1712;3,5;2016;Gran Blanco
Forastero (Arriba) ASS;Ecuador;1-1-2009 00:00:00;1;Ecuador;Hoja Verde (Tulicorp);1;414;2;2009;Arriba
Forastero (Arriba) ASS;Ecuador;1-1-2009 00:00:00;1;Ecuador;Hoja Verde (Tulicorp);1;414;2,5;2009;Manabi
Forastero (Arriba) ASS;Ecuador;1-1-2009 00:00:00;1;Ecuador;Hoja Verde (Tulicorp);1;414;3;2009;Arriba
Forastero (Arriba) ASS;Ecuador;1-1-2009 00:00:00;1;Ecuador;Hoja Verde (Tulicorp);1;414;3,25;2009;Arriba
Forastero (Arriba) ASS;Ecuador;1-1-2009 00:00:00;1;Ecuador;Hoja Verde (Tulicorp);1;414;3,5;2009;Manabi
;Peru;1-1-2016 00:00:00;1;Israel;Holy Cacao;1;1872;2,75;2016;Maranon
;Ecuador;1-1-2015 00:00:00;1;Israel;Holy Cacao;1;1466;3,5;2015;Camino Verde P., Balao, Guayas
Trinitario;Madagascar;1-1-2015 00:00:00;1;Israel;Holy Cacao;1;1466;3,5;2015;Sambirano
Trinitario;Trinidad;1-1-2015 00:00:00;1;Israel;Holy Cacao;1;1466;3,5;2015;Gran Couva
;Venezuela;1-1-2015 00:00:00;1;Israel;Holy Cacao;1;1466;3,5;2015;Mara
;Ivory Coast;1-1-2009 00:00:00;1;Israel;Holy Cacao;1;431;2,5;2009;Ivory Coast
;Dominican Republic;1-1-2009 00:00:00;1;Israel;Holy Cacao;1;431;2,75;2009;Hispaniola
;Peru;1-1-2009 00:00:00;1;Israel;Holy Cacao;1;431;3,5;2009;San Martin
;Dominican Republic;1-1-2009 00:00:00;1;Israel;Holy Cacao;1;431;3,75;2009;Hispaniola w/ nibs
;Ecuador;1-1-2014 00:00:00;1;South Africa;Honest;1;1327;2,5;2014;Ecuador, w/ nibs
;St. Lucia;1-1-2015 00:00:00;1;U.K.;Hotel Chocolat;1;1654;2,75;2015;Pepiniere, single Cote
Trinitario;St. Lucia;1-1-2013 00:00:00;1;U.K.;Hotel Chocolat;1;1030;4;2013;Marcial, single Cote, 2012
Trinitario;St. Lucia;1-1-2013 00:00:00;1;U.K.;Hotel Chocolat;1;1113;1,75;2013;Island Growers, 2012, 120hr c.
Trinitario;Trinidad;1-1-2013 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;1038;3;2013;Trinidad
Trinitario;Vietnam;1-1-2013 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;1038;3,5;2013;Mekong Delta & Dong Nai
Forastero (Nacional);Ecuador;1-1-2013 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;1065;3;2013;Los Rios, H. Iara
Trinitario;Madagascar;1-1-2013 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;1065;3;2013;Somia Plantation, Akesson, 2012
Forastero (Nacional);Ecuador;1-1-2013 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;1065;3,5;2013;Los Rios, H. Iara, 2012
;Peru;1-1-2013 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;1109;2,75;2013;Chanchamayo, Pichanadi, 2012, 60hr c.
Forastero (Nacional);Ecuador;1-1-2013 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;1113;2,5;2013;Los Rios, H. Iara, 2012, 120hr c.
;Dominican Republic;1-1-2013 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;1113;2,75;2013;Conacado, 2012, 120hr c.
Trinitario, Criollo;Madagascar;1-1-2012 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;809;3,5;2012;Sambirano
Forastero (Nacional);Ecuador;1-1-2011 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;623;3;2011;Los Rios, H. Iara, 96hr c.
Trinitario;St. Lucia;1-1-2011 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;623;3;2011;Island Growers, 120hr c.
Trinitario;St. Lucia;1-1-2011 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;623;3,25;2011;Island Growers, 96hr c.
;Ecuador;1-1-2010 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;552;2,75;2010;Ecuador
;Dominican Republic;1-1-2010 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;552;3;2010;Santo Domingo
Trinitario;Venezuela;1-1-2010 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;600;2,75;2010;Chuao
;St. Lucia;1-1-2008 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;245;3;2008;St. Lucia
Forastero;Uganda;1-1-2008 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;296;2,5;2008;Uganda
;Tanzania;1-1-2008 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;296;2,75;2008;Tanzania
Forastero;Sao Tome;1-1-2008 00:00:00;1;U.K.;Hotel Chocolat (Coppeneur);1;300;3;2008;Uba Budo
Trinitario;Vietnam;1-1-2015 00:00:00;1;Canada;Hummingbird;1;1542;3,5;2015;Lam Dong
Criollo, Trinitario;Bolivia;1-1-2014 00:00:00;1;Canada;Hummingbird;1;1307;3;2014;Bolivia
Criollo, Trinitario;Bolivia;1-1-2014 00:00:00;1;Canada;Hummingbird;1;1311;3;2014;Bolivia, Bo-nib-ia, w/ nibs
Trinitario;Nicaragua;1-1-2014 00:00:00;1;Canada;Hummingbird;1;1311;3;2014;Momotombo
Trinitario;Dominican Republic;1-1-2014 00:00:00;1;Canada;Hummingbird;1;1311;3,75;2014;Hispaniola
;Dominican Republic;1-1-2014 00:00:00;1;Canada;Hummingbird;1;1387;3,5;2014;Zorzal Reserva w/ Charles Kerchner
Trinitario, Criollo;Venezuela;1-1-2013 00:00:00;1;Canada;Hummingbird;1;1097;3,25;2013;Ocumare, Cumboto
Forastero;Venezuela;1-1-2013 00:00:00;1;Canada;Hummingbird;1;1097;3,75;2013;Amazonas
Trinitario;Venezuela;1-1-2013 00:00:00;1;Switzerland;Idilio (Felchlin);1;1085;3,75;2013;Chuao, Venezuela
Criollo;Venezuela;1-1-2011 00:00:00;1;Switzerland;Idilio (Felchlin);1;725;3,75;2011;Coopertiva Amazona
;Venezuela;1-1-2011 00:00:00;1;Switzerland;Idilio (Felchlin);1;725;3,75;2011;Sur del Lago, Amiari Meridena, Zulia, 48hr c.
Criollo;Venezuela;1-1-2011 00:00:00;1;Switzerland;Idilio (Felchlin);1;729;3,25;2011;Choroni, Finca Torres, 48hr c.
Criollo;Venezuela;1-1-2011 00:00:00;1;Switzerland;Idilio (Felchlin);1;733;3,75;2011;Ocumare, H. Cata, 48hr c.
Criollo;Venezuela;1-1-2011 00:00:00;1;Switzerland;Idilio (Felchlin);1;733;4;2011;Porcelana, Zulia
Criollo;Venezuela;1-1-2011 00:00:00;1;Switzerland;Idilio (Felchlin);1;737;3,5;2011;Ocumare, H. Cata, w/ nibs
Trinitario;Venezuela;1-1-2011 00:00:00;1;Switzerland;Idilio (Felchlin);1;737;4;2011;Carenero Superior, Urrutia, Barlovento
Criollo;Venezuela;1-1-2011 00:00:00;1;Switzerland;Idilio (Felchlin);1;737;4;2011;Coopertiva Amazona w/ nibs
;Venezuela;1-1-2011 00:00:00;1;Switzerland;Idilio (Felchlin);1;737;4;2011;Sur del Lago, Amiari Meridena, Zulia, w/ nibs
;India;1-1-2016 00:00:00;1;India;Indah;1;1788;2,5;2016;India (south)
;Dominican Republic;1-1-2012 00:00:00;1;U.S.A.;Indaphoria;1;821;3,25;2012;La Red
;Dominican Republic;1-1-2012 00:00:00;1;U.S.A.;Indaphoria;1;907;2,75;2012;Conacado, Manifesto
;Honduras;1-1-2014 00:00:00;1;U.S.A.;Indi;1;1255;3;2014;Honduras
Criollo;Peru;1-1-2012 00:00:00;1;Scotland;iQ Chocolate;1;943;2,75;2012;Satipo region, white label
;Peru;1-1-2012 00:00:00;1;Scotland;iQ Chocolate;1;943;3;2012;black label
Trinitario;Madagascar;1-1-2014 00:00:00;1;U.S.A.;Isidro;1;1275;3,5;2014;Madagascar
;Peru;1-1-2014 00:00:00;1;U.S.A.;Isidro;1;1279;2,25;2014;Peru
Trinitario;Belize;1-1-2014 00:00:00;1;U.S.A.;Isidro;1;1279;3,25;2014;Belize
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Isidro;1;1279;3,25;2014;Dominican Republic
Trinitario;Belize;1-1-2015 00:00:00;1;U.S.A.;Izard;1;1542;3,5;2015;Maya Mountain, Toledo, Batch 29
;Dominican Republic;1-1-2015 00:00:00;1;U.S.A.;Izard;1;1546;2,75;2015;Elvesia P., Batch 32
Trinitario;Ghana;1-1-2006 00:00:00;1;U.S.A.;Jacque Torres;1;5;2;2006;Trinatario Treasure
Trinitario;Madagascar;1-1-2015 00:00:00;1;Czech Republic;Jordis;1;1534;2,75;2015;Madagascar
Trinitario;Belize;1-1-2014 00:00:00;1;U.S.A.;Just Good Chocolate;1;1375;3,5;2014;Belize
Trinitario;Madagascar;1-1-2014 00:00:00;1;U.S.A.;Just Good Chocolate;1;1375;3,5;2014;Madagascar
;Peru;1-1-2014 00:00:00;1;U.S.A.;Just Good Chocolate;1;1375;4;2014;Peru
;Dominican Republic;1-1-2013 00:00:00;1;Domincan Republic;Kah Kow;1;1061;3,5;2013;Rizek Cacao, Cibao Valley, Domin. Rep.
;Dominican Republic;1-1-2013 00:00:00;1;Domincan Republic;Kah Kow;1;1069;3;2013;Rizek Cacao, Domin. Rep.
;Dominican Republic;1-1-2013 00:00:00;1;Domincan Republic;Kah Kow;1;1069;3,25;2013;Rizek Cacao, Domin. Rep.
;Dominican Republic;1-1-2013 00:00:00;1;Domincan Republic;Kah Kow;1;1073;3,25;2013;Rizek Cacao, Domin. Rep.
;Peru;1-1-2012 00:00:00;1;Germany;Kakao;1;837;2,5;2012;Peru
Trinitario;Vanuatu;1-1-2009 00:00:00;1;Germany;Kakao;1;387;3,75;2009;Vanuatu
;Ecuador;1-1-2008 00:00:00;1;Ecuador;Kallari (Ecuatoriana);1;241;3;2008;Sisa 36hr/ W. F. blend prototype
;Ecuador;1-1-2008 00:00:00;1;Ecuador;Kallari (Ecuatoriana);1;241;3,5;2008;Sisa's Secret/ original micro
;Ecuador;1-1-2008 00:00:00;1;Ecuador;Kallari (Ecuatoriana);1;245;2,75;2008;Roberto
;Ecuador;1-1-2008 00:00:00;1;Ecuador;Kallari (Ecuatoriana);1;248;2,5;2008;Diego/ original micro
;Ecuador;1-1-2008 00:00:00;1;Ecuador;Kallari (Ecuatoriana);1;248;2,75;2008;Diego 48hr/ W.F. blend prototype
;Ecuador;1-1-2008 00:00:00;1;Ecuador;Kallari (Ecuatoriana);1;248;3;2008;Diego 60hr/ W.F. blend prototype
;Ecuador;1-1-2008 00:00:00;1;Ecuador;Kallari (Ecuatoriana);1;263;2,5;2008;Cacao Nacional W.F.
;Ecuador;1-1-2008 00:00:00;1;Ecuador;Kallari (Ecuatoriana);1;269;3;2008;Cacao Nacional W.F.
;;1-1-2009 00:00:00;1;France;Kaoka (Cemoi);1;404;2,75;2009;Noir
;Ecuador;1-1-2009 00:00:00;1;France;Kaoka (Cemoi);1;423;2,75;2009;Ecuador
;Dominican Republic;1-1-2013 00:00:00;1;U.S.A.;Kerchner;1;1133;3,75;2013;La Red, Project Reserva, Guaconejo
;Mexico;1-1-2009 00:00:00;1;Mexico;Ki' Xocolatl;1;431;2;2009;Dark
Trinitario;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Kiskadee;1;1251;3;2014;La Red, Guanconjeco
;Peru;1-1-2014 00:00:00;1;U.S.A.;Kto;1;1422;2,5;2014;San Martin
;Venezuela;1-1-2014 00:00:00;1;U.S.A.;Kto;1;1422;2,75;2014;Ocumare
Trinitario;Belize;1-1-2014 00:00:00;1;U.S.A.;Kto;1;1422;3;2014;Belize
Trinitario;Madagascar;1-1-2014 00:00:00;1;U.S.A.;Kto;1;1422;3,25;2014;Sambirano Valley
Trinitario;Belize;1-1-2014 00:00:00;1;U.S.A.;Kto;1;1426;3,25;2014;Belize
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Kto;1;1426;3,25;2014;Elvesia
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Kto;1;1426;3,25;2014;ROIG
;Haiti;1-1-2016 00:00:00;1;U.S.A.;K'ul;1;1840;3,25;2016;Kafupbo, Petit Bourg, De Borgnes
Forastero (Nacional);Peru;1-1-2016 00:00:00;1;U.S.A.;K'ul;1;1852;2,75;2016;Maranon, Fortunato No. 4
;Ecuador;1-1-2016 00:00:00;1;U.S.A.;K'ul;1;1852;3,75;2016;Los Rios, Hacienda Limon, Heirloom
Forastero;Brazil;1-1-2016 00:00:00;1;U.S.A.;K'ul;1;1852;3,75;2016;Bahia, Fazenda Camboa
Forastero;Uganda;1-1-2014 00:00:00;1;U.S.A.;Kyya;1;1359;2,5;2014;Uganda
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Kyya;1;1359;3;2014;Hispaniola
;Ecuador;1-1-2014 00:00:00;1;U.S.A.;Kyya;1;1363;2,5;2014;Ecuador
Trinitario;Madagascar;1-1-2014 00:00:00;1;U.S.A.;Kyya;1;1363;3;2014;Madagascar
;Peru;1-1-2012 00:00:00;1;U.S.A.;L.A. Burdick (Felchlin);1;891;3,25;2012;Peru
;Brazil;1-1-2012 00:00:00;1;U.S.A.;L.A. Burdick (Felchlin);1;891;4;2012;Brazil
Trinitario;Venezuela;1-1-2012 00:00:00;1;U.S.A.;L.A. Burdick (Felchlin);1;927;3,75;2012;Chuao
;Ecuador;1-1-2011 00:00:00;1;U.S.A.;L.A. Burdick (Felchlin);1;682;3,75;2011;Quito
Trinitario;Grenada;1-1-2010 00:00:00;1;U.S.A.;L.A. Burdick (Felchlin);1;576;3,25;2010;Grenada
;Dominican Republic;1-1-2010 00:00:00;1;U.S.A.;L.A. Burdick (Felchlin);1;576;3,75;2010;Dominican Republic
;Venezuela;1-1-2010 00:00:00;1;U.S.A.;L.A. Burdick (Felchlin);1;597;3;2010;Venzuela
Trinitario;Madagascar;1-1-2009 00:00:00;1;U.S.A.;L.A. Burdick (Felchlin);1;431;3,5;2009;Madagascar
;Bolivia;1-1-2009 00:00:00;1;U.S.A.;L.A. Burdick (Felchlin);1;451;3;2009;Bolivian
Trinitario, Criollo;Peru;1-1-2016 00:00:00;1;Japan;La Chocolaterie Nanairo;1;1892;2,25;2016;Lumas, 2015 Harvest, Batch 6, brown sugar
Trinitario, Criollo;Peru;1-1-2016 00:00:00;1;Japan;La Chocolaterie Nanairo;1;1892;2,5;2016;Lumas, 2015 Harvest, Batch 7
Criollo;Peru;1-1-2016 00:00:00;1;Japan;La Chocolaterie Nanairo;1;1892;3;2016;Tumbes, 2013 Harvest, Batch 8
Trinitario, Criollo;Belize;1-1-2016 00:00:00;1;Japan;La Chocolaterie Nanairo;1;1892;3;2016;Belize, 2014 Harvest, Batch 9
;Africa, Carribean, C. Am.;1-1-2013 00:00:00;1;France;La Maison du Chocolat (Valrhona);1;1121;2,75;2013;Cuana, 2013
;Tobago;1-1-2013 00:00:00;1;France;La Maison du Chocolat (Valrhona);1;1145;3,25;2013;Tobago
;Ecuador;1-1-2013 00:00:00;1;France;La Maison du Chocolat (Valrhona);1;1189;3,25;2013;Acarigua, w/ nibs
;Dominican Republic;1-1-2012 00:00:00;1;France;La Maison du Chocolat (Valrhona);1;891;3,5;2012;Loma Sotavento
Trinitario;Grenada;1-1-2011 00:00:00;1;France;La Maison du Chocolat (Valrhona);1;741;3,5;2011;Grenada
Forastero;Ghana;1-1-2009 00:00:00;1;France;La Maison du Chocolat (Valrhona);1;346;3,25;2009;Akosombo
Criollo (Porcelana);Venezuela;1-1-2009 00:00:00;1;France;La Maison du Chocolat (Valrhona);1;346;3,5;2009;Porcelana, Pariguan
;;1-1-2009 00:00:00;1;France;La Maison du Chocolat (Valrhona);1;439;3;2009;Kuruba
;;1-1-2009 00:00:00;1;France;La Maison du Chocolat (Valrhona);1;445;3,75;2009;Orinoco
Blend;Ven., Indonesia, Ecuad.;1-1-2008 00:00:00;1;France;La Maison du Chocolat (Valrhona);1;230;3,5;2008;Cuana, 2008
;Peru;1-1-2011 00:00:00;1;Peru;La Oroquidea;1;721;2,5;2011;Peruvian Amazon
;Ecuador;1-1-2011 00:00:00;1;Ecuador;La Pepa de Oro;1;713;3,25;2011;Vinces
Trinitario;Madagascar;1-1-2015 00:00:00;1;France;Laia aka Chat-Noir;1;1590;2,75;2015;Madagascar, Batch 59/100
Trinitario;Vietnam;1-1-2015 00:00:00;1;France;Laia aka Chat-Noir;1;1590;2,75;2015;Vietnam, Batch 50/100
;Cuba;1-1-2015 00:00:00;1;France;Laia aka Chat-Noir;1;1590;3;2015;Cuba, Batch 59/100
;Peru;1-1-2015 00:00:00;1;France;Laia aka Chat-Noir;1;1590;3,25;2015;Peru, Batch 51/100
;Ivory Coast;1-1-2015 00:00:00;1;France;Laia aka Chat-Noir;1;1594;3;2015;Ivory Coast, Batch 56/100
